text,label,notes
"I've been watching a lot of Joel Embiid's games lately and I think his post-up game is more efficient than people give him credit for. According to Second Spectrum, Embiid is scoring 1.03 points per possession in post-up situations, which is 4th in the league among players with at least 100 post-up possessions. He's also shooting 53.4% from the field in these situations, which is 2nd in the league among players with at least 100 post-up possessions. What's impressive is that he's able to score efficiently despite being double-teamed 34.6% of the time, which is one of the highest rates in the league.

One of the reasons Embiid is able to succeed in the post is because of his footwork and ability to seal defenders. He's got a quick drop step and is able to get his defenders on his back, which allows him to get easy layups or draw fouls. He's also got a variety of moves, including a hook shot and a turnaround jumper, which makes it difficult for defenders to anticipate what he's going to do. According to NBA.com, Embiid is shooting 61.5% on hook shots and 45.5% on turnaround jumpers, which are both elite numbers.

It's worth noting that Embiid's post-up game is also having a positive impact on the 76ers' offense as a whole. When Embiid is in the post, the 76ers are scoring 114.1 points per 100 possessions, which is significantly higher than their overall offensive rating of 109.5 points per 100 possessions. This suggests that Embiid's post-up game is not only efficient, but also creates opportunities for his teammates to get open shots or drive to the basket. Overall, I think Embiid's post-up game is one of the most underrated aspects of his game, and it's a big reason why the 76ers are",analysis,
"I've been watching a lot of Giannis footage lately and I think people are sleeping on his improvement as a shooter. This season, he's increased his 3-point attempts per game from 2.8 to 4.2, and while his percentage hasn't jumped dramatically (up to 29.6% from 24.7%), the volume is what's key here. He's taking more than twice as many catch-and-shoot 3s as he did last year, and he's making 33.5% of those, which is a significant leap from the 23.5% he made last season. What's more, he's doing this while still being an absolute force in the paint, with his 2-point percentage actually increasing to 62.3% from 58.4% last year.

The implications of this are huge for the Bucks' offense. With Giannis as a legitimate outside threat, it opens up so much more space for him to operate in the paint, and for his teammates to get open looks. We've already seen this in the way the Bucks have used him in pick-and-pop actions with Khris Middleton, where Giannis will pop out for a 3 and Middleton will roll to the rim. It's been devastating for defenses, and it's a big reason why the Bucks are 3rd in the league in offense this season.

I think a good comparison for Giannis' development as a shooter is what we saw from Nikola Jokic a few years ago. Jokic went from being a non-threat from 3 to a legitimate 35% 3-point shooter, and it completely changed the Nuggets' offense. I'm not saying Giannis is going to become a 40% 3-point shooter or anything, but even just being a threat from outside is enough to make him nearly unguardable. And with the way he's been working on his shot, I have no doubt he'll",analysis,
"I've been watching a lot of Clippers games lately and I think people are sleeping on Ivica Zubac's defensive impact. He's currently 5th in the league in block percentage among players who average over 20 minutes per game, and his 3.5% block rate is the highest of his career. But what really stands out is his ability to protect the rim without fouling - he's averaging just 2.5 fouls per 36 minutes, which is incredibly low for a big man. 

If you look at the Clippers' defensive numbers with and without Zubac on the court, it's clear that he's having a huge impact. According to Basketball-Reference, the Clippers have a 103.4 defensive rating with Zubac on the court, compared to 112.1 without him. That's a swing of nearly 9 points per 100 possessions, which is massive. And it's not just about the block numbers - Zubac is also doing a great job of using his length and positioning to alter shots and make it difficult for opponents to get clean looks.

One specific area where Zubac is exceling is in the pick-and-roll. He's doing a great job of hedging out high and then recovering to the roll man, which is allowing the Clippers' guards to stay in front of their assignment and making it hard for opponents to get easy baskets. You can see this on plays like the one against the Lakers last week where he hedged out high on LeBron and then recovered to block a layup attempt by Anthony Davis. It's plays like these that are making a huge difference for the Clippers, and I think Zubac deserves more recognition for his defensive contributions.",analysis,
"I've been thinking a lot about the Nuggets' offense and how they can improve their half-court efficiency. One area that stands out to me is their lack of off-ball movement, particularly from their wings. According to Second Spectrum, the Nuggets rank 25th in the league in cuts per game, and it's really limiting their ability to create good looks. Guys like Michael Porter Jr. and Will Barton are great scorers, but they're often stuck in isolation situations where they have to create for themselves.

If you look at some of the top offenses in the league, like the Celtics or the Suns, they're all characterized by a high level of off-ball activity. Guys are constantly moving, setting screens, and creating opportunities for themselves and their teammates. The Nuggets have the personnel to do this, but they need to make a concerted effort to emphasize it in their game plan. I've seen some promising signs from Zeke Nnaji, who's shown a willingness to make cuts and move without the ball. If they can get more guys doing this, I think they can really take their offense to the next level.

It's also worth noting that this could help take some pressure off Nikola Jokic, who's often forced to be the sole playmaker in half-court situations. If they can get more movement and create more opportunities for easy baskets, it could help preserve his energy and allow him to focus on what he does best: dominating in the post and making plays for his teammates. The numbers back this up - in games where the Nuggets have 20+ cuts, they're 12-3 and averaging 120 points per game. It's a small sample size, but it's definitely something to build on.",analysis,
"I've been watching a lot of Giannis footage lately and I think people are sleeping on his ability to create for himself and others in the post. Last season, he had a 54.6% true shooting percentage on post-ups, which ranked 5th in the league among players with at least 200 post-up attempts. What's even more impressive is his ability to draw fouls - he had a 23.1% free throw rate on post-ups, which is insane considering he's not a traditional back-to-the-basket player. 

One thing that stands out to me is his footwork - he's got a variety of moves that allow him to get into optimal shooting position, and he's also developed a mean jump-hook that's almost unguardable. The Bucks have also done a great job of surrounding him with shooters, which makes it tough for defenses to collapse on him. According to Second Spectrum, the Bucks shot 42.1% from three when Giannis passed out of the post last season, which is a testament to his court vision and the team's overall spacing.

I think this is a key area where the Bucks can improve next season - if Giannis can become an even more efficient post scorer, it's going to be tough for teams to game plan against them. The addition of Joe Ingles should also help, as he's a career 40% three-point shooter who can provide even more spacing for Giannis to operate. I'm excited to see how this develops, and I think it's a big reason why the Bucks are my pick to come out of the East next season.",analysis,
"I've been watching a lot of Clippers games lately and I'm convinced that Tyronn Lue's decision to start Terance Mann over Marcus Morris is a key factor in their recent success. The numbers bear this out - with Mann in the starting lineup, the Clippers have a +5.5 net rating, compared to +2.1 with Morris starting. This isn't just about Mann's individual stats, either - he's averaging a modest 8.5 points and 4.5 rebounds per game as a starter - but about how he fits into the team's overall scheme. 

Mann's ability to defend multiple positions and make smart rotations has been a huge boost to the Clippers' defense, which has been a weakness for them all season. He's also shown a knack for making the right pass and cutting to the basket at the right time, which has helped to free up space for Reggie Jackson and Paul George to operate. I've been watching the film, and it's clear that Mann's presence on the court allows the Clippers to switch more freely on defense and create more opportunities for easy baskets in transition.

The advanced stats also support this - the Clippers have a 104.5 offensive rating and a 95.5 defensive rating with Mann on the court, compared to 101.2 and 98.2 with Morris. It's not a huge sample size, but it's enough to suggest that Lue's decision to start Mann is paying dividends. I think this lineup change could be the key to the Clippers making a deep playoff run - they've got the talent and the depth, and with Mann starting, they've also got the defensive versatility to match up with anyone in the league.",analysis,
"I've been thinking a lot about the Nuggets' chances in the playoffs and I keep coming back to their defense on the perimeter. Specifically, I think they're going to struggle to contain quicker guards, and it's because of the way they're choosing to defend ball screens. If you look at the numbers, Denver is allowing 1.14 points per possession when defending ball screens, which is 23rd in the league. This is largely due to the fact that they're switching on 64% of ball screens, which is one of the highest rates in the league. 

The problem is, when you switch on a ball screen, you're putting your big men in a tough spot to guard quicker guards. Nikola Jokic, for example, is an excellent defender in a lot of ways, but he's not exactly known for his lateral quickness. When he's forced to switch onto a guard like Steph Curry or Damian Lillard, he's often a step behind. And it's not just Jokic - the Nuggets' other big men, like Aaron Gordon and Jeff Green, are also struggling to keep up with quicker guards when they're forced to switch. 

I think this is something that the Nuggets need to address if they want to make a deep playoff run. One possible solution is to start hedging on ball screens more, rather than switching. This would allow their big men to provide some temporary help defense on the guard, while also allowing their own guard to recover and stay in front of their man. The Celtics, for example, have had success with this strategy, and it's allowed them to defend ball screens at a much higher level than the Nuggets. If Denver can figure out a way to defend the perimeter more effectively, I think they've got a real shot at making it to the Finals.",analysis,
"I've been watching the Celtics' recent games and I'm convinced that Grant Williams is the key to unlocking their bench's potential. Last season, when Williams played 20+ minutes, the Celtics' bench outscored their opponents by an average of 5.5 points per 100 possessions. In contrast, when he played fewer than 20 minutes, that number drops to -2.1. The reason for this disparity is Williams' ability to stretch the defense with his 3-point shooting (38.5% on 4.5 attempts per game) and make smart decisions as a secondary playmaker (2.3 assists per 25 minutes). 

For example, in their recent win against the 76ers, Williams played 25 minutes and the Celtics' bench scored 41 points on 55.6% FG. He was instrumental in a crucial 12-2 run in the 4th quarter, where he hit two 3-pointers and assisted on a dunk. The 76ers' defense was forced to choose between closing out to Williams or protecting the paint, and he consistently made the right read. 

The Celtics should look to increase Williams' role in the second unit, potentially by playing him alongside another big man like Luke Kornet or Mike Muscala. This would allow them to maintain a semblance of shooting and playmaking on the court even when their starters are resting. With the Eastern Conference as competitive as it is, maximizing the bench's production could be the difference between a top-3 seed and a play-in tournament spot.",analysis,
"I've been rewatching some of the Nuggets' games from last season and I think people are sleeping on Nikola Jokic's improvement as a shooter. He increased his 3PT% from 33.7% in 2020-21 to 38.0% in 2021-22, which is a huge jump for a big man. But what's even more impressive is that he's becoming a legitimate threat from the corners, where he shot 44.1% on 124 attempts. For comparison, Karl-Anthony Towns shot 42.1% from the corners last season, and we all know how much of a threat he is from out there. 

Jokic's ability to stretch the defense like this is a game-changer for the Nuggets, as it allows them to space the floor and create driving lanes for guys like Jamal Murray and Michael Porter Jr. It's also worth noting that Jokic is getting better at moving without the ball and finding open spots on the perimeter, which is a testament to his high basketball IQ. According to Second Spectrum, Jokic had an average of 2.5 ""spot-up"" attempts per game last season, which is up from 1.8 the year before. 

I think if Jokic can continue to develop his shot, he has a real chance at becoming the most dominant big man in the league. He's already an elite playmaker and post scorer, and adding a reliable 3PT shot to his arsenal would make him almost unguardable. The Nuggets have a real chance at making a deep playoff run this season, and I think Jokic's continued development as a shooter is going to be a huge factor in their success.",analysis,
"I've been rewatching some of the Warriors' games from last season and I think I've found a key factor in their success: Draymond Green's ability to guard multiple positions. Specifically, in the playoffs, Green guarded 5 different positions (C, PF, SF, SG, PG) for at least 10% of the time, and the Warriors outscored their opponents by 14.1 points per 100 possessions when he was on the court. This versatility is crucial in today's NBA, where teams often switch on defense to counter small-ball lineups. 

What's even more impressive is that Green's defensive impact doesn't just come from individual matchups - he's also exceptional at helping and recovering. According to Second Spectrum, Green had a help defense rate of 6.3%, which is in the 95th percentile among big men. This allows the Warriors to stay aggressive on the perimeter while still protecting the paint. I think this is a big reason why the Warriors were able to shut down the Celtics' offense in the finals, holding them to just 43.7% shooting from the field.

The Warriors' upcoming season will be interesting to watch, especially with the addition of some new pieces. If they can get similar production from Green, I think they have a real shot at another championship. It's worth noting that Green's injury history is a concern, but if he can stay healthy, I think he's still one of the most valuable defenders in the league. His ability to guard multiple positions and provide help defense is unmatched, and it gives the Warriors a huge advantage on that end of the court.",analysis,
"I've been watching a lot of Celtics games lately and I think one of the most underrated aspects of their offense is the way they use Al Horford as a release valve in their half-court sets. When teams switch on the Celtics' ball screens, Horford is often the one who ends up with the ball in a favorable matchup, and he's been incredible at making the right read and finding the open man. According to Second Spectrum, the Celtics have a 123.1 offensive rating when Horford is the one making the pass out of a switch, which is significantly higher than their overall team rating of 117.2. 

What's even more impressive is that Horford is doing this while playing alongside a traditional big man in Robert Williams, which is not always easy to make work. The fact that the Celtics are able to get away with playing two bigs together is a testament to Horford's versatility and ability to play on the perimeter. On the year, Horford is taking 43% of his shots from three, which is a career high, and he's making 38% of them. This is allowing the Celtics to space the floor and create driving lanes for their guards, which is a big part of why they're able to get so many easy buckets in transition.

The key to making this work is the way the Celtics are using Horford in their screen sets. They'll often set a down screen for him at the top of the key, which allows him to pop out to the three-point line and create space. From there, he's got the option to shoot, drive, or pass to an open teammate, which makes it really tough for defenses to anticipate what's coming. The Celtics have been running this action a lot lately, and it's been a big part of why they've been able to stay ahead of teams in the fourth quarter.",analysis,
"I've been watching a lot of Mikal Bridges lately and I think he's the key to the Suns' defensive success. People talk about Ayton and Booker, but Bridges is the glue that holds their defense together. He's got a 1.9% steal percentage, which is top 10 among starting small forwards, and he's also got a 2.3% block percentage, which is insane for a wing player. But what really stands out to me is his ability to guard multiple positions - he's got a +2.4% defensive field goal percentage differential when guarding point guards, and a +3.1% differential when guarding power forwards.

What's even more impressive is that he's doing this while also being a reliable 3-point shooter on the other end. He's got a 37.4% 3-point percentage, which is a career high, and he's taking more threes than ever before. This is a huge deal, because it means he's a threat from outside and teams have to respect him, which opens up space for Ayton and Booker to operate. I think this is why the Suns have been so successful this year - they've got a guy who can guard anyone and also stretch the defense, which is a nightmare to match up against.

The advanced stats back this up too - the Suns have a 95.6 defensive rating when Bridges is on the court, compared to 103.2 when he's off. That's a huge difference, and it shows just how important he is to their defense. I know some people might say that the Suns' success is all about Booker and Ayton, but I think Bridges is the real MVP of that team. He's the one who makes their defense go, and he's the one who allows them to play small and switch everything on the perimeter. If the Suns make a deep playoff run, it's going to be because of Mikal Bridges' two-way play.",analysis,
"I've been watching a lot of Clippers games lately and I think people are sleeping on Paul George's defensive impact. He's currently 3rd in the league in deflections per game (3.4) and 10th in steals per game (1.6), which is insane considering he's playing alongside Kawhi. But what really stands out to me is his ability to guard multiple positions - he's got a +2.5% defensive field goal percentage allowed at the rim and a +3.1% defensive three-point percentage allowed, both of which are top 10 in the league among players with at least 20 games played. 

What's even more impressive is how he's able to use his quickness and length to close out on shooters. According to Second Spectrum, George is in the 95th percentile in terms of closeout efficiency, with opponents shooting just 28.5% from three when he's the closest defender. That's a huge asset for the Clippers, especially in the playoffs where teams love to launch from deep. And it's not just about the numbers - if you watch the tape, you'll see George making plays all over the court, from chasing down blocks to anticipating passes and picking off steals. 

I think a lot of people are underestimating the Clippers' chances this year because of their inconsistent offense, but their defense has been rock-solid all season and George is a huge reason why. They've got a 101.5 defensive rating with him on the court, which is 5th best in the league among players with at least 1000 minutes played. If they can just get their offense clicking, I think they've got a real shot at making a deep run.",analysis,
"I've been watching a lot of Nuggets games lately and I think people are sleeping on Nikola Jokic's improvement as a perimeter defender. Last season, he was getting torched by quicker bigs and wings, but this year he's made some significant adjustments. According to Second Spectrum, Jokic is allowing just 0.82 points per possession on isolations, which is 5th among bigs with at least 100 iso possessions defended. He's also cutting down on his closeouts, which has reduced the number of open threes he's giving up. 

On film, you can see Jokic is doing a much better job of staying in front of his man and using his length to contest shots. He's also been more aggressive in help situations, using his quick hands to intercept passes and disrupt opposing team's offenses. The numbers back it up too - the Nuggets are allowing 4.5 fewer points per 100 possessions when Jokic is on the court compared to when he's off. It's not just about the stats though, Jokic's improvement on the perimeter has allowed the Nuggets to switch more freely and stay in front of quicker teams. 

It's crazy to think about how much Jokic has developed as a defender in just one offseason. He's always been an incredible passer and scorer, but now he's becoming a legitimate two-way force. If he can keep up this level of defense, the Nuggets are going to be a nightmare to deal with in the playoffs. I'm excited to see how he matches up against some of the other top bigs in the league, especially guys like Embiid and Davis who are known for their perimeter skills.",analysis,
"I've been watching a lot of Giannis footage lately and I think people are sleeping on his post-up game. Last season, Giannis averaged 1.03 points per possession on post-ups, which ranked 4th in the league among players with at least 100 post-up possessions. He's also developed a reliable jump hook, shooting 53.4% on hook shots from 3-10 feet. What's interesting is that he's using his quickness and footwork to get into position, rather than just relying on brute strength. 

I broke down some film and noticed that he's often using a ""drop step"" move to get around defenders, where he takes a small step back and then quickly accelerates forward. This allows him to get his defender off balance and create space to operate. The Bucks have also been using some clever ball movement to get him the ball in good positions, often using a ""flash"" cut to get him the ball at the high post. According to Second Spectrum, the Bucks have a +5.4 points per 100 possessions differential when Giannis is posting up, which is one of the highest marks in the league.

It'll be interesting to see how teams adapt to Giannis's post-up game this season, especially with the addition of some new pieces to the Bucks roster. If they can continue to surround him with shooters and use some creative ball movement, I think they could become even more difficult to defend. The East is going to be a brutal conference, but I think the Bucks have a real shot at making a deep run if Giannis can continue to develop his post-up game.",analysis,
"I've been rewatching the Nuggets' series against the Lakers and one thing that stands out is how effectively Denver used Nikola Jokic as a release valve in their offense. When the Lakers would send help defense to the strong side, Jokic would pop out to the high post or the three-point line, drawing the defense with him and creating space for cutters or shooters. According to Second Spectrum, Jokic shot 44.4% from three in the series, with an average of 1.5 makes per game on 3.4 attempts. What's more, when Jokic was on the court, the Nuggets' offense scored at a rate of 118.1 points per 100 possessions, compared to 105.5 points per 100 when he was off the court.

What's interesting is how this dynamic is similar to the way the Spurs used to use Tim Duncan as a mid-post facilitator. Like Duncan, Jokic has the court vision and passing ability to find open teammates, and his shooting range forces defenders to respect him at the three-point line. The Nuggets' coaching staff has done a great job of recognizing Jokic's unique skills and designing an offense that maximizes his versatility. For example, in Game 4, Jokic had 7 assists, several of which came on skip passes to shooters in the weak-side corner. These passes not only resulted in open three-point shots, but also drew the Lakers' defense out of position, creating driving lanes for Jamal Murray and other Nuggets players.

Looking ahead to next season, it'll be interesting to see how the Nuggets continue to evolve their offense around Jokic. With the addition of some new pieces, such as Christian Braun and Peyton Watson, they may be able to create even more matchup problems for opposing teams. One potential area for growth is in using Jokic as a screener, rather than just a pop-out shooter. According to NBA.com,",analysis,
"I've been thinking a lot about the Nuggets' playoff struggles and I think a major factor is their lack of a reliable third scorer. Nikola Jokic is a monster, and Jamal Murray can get hot, but when they're not clicking, the team really struggles to score. Looking at the numbers, in the playoffs this year, the Nuggets are 24th in points per 100 possessions when Jokic and Murray are both off the court. This isn't a new problem - last year in the playoffs, they were 20th in the same category. 

One potential solution I see is giving more minutes to Christian Braun. In the regular season, Braun had a true shooting percentage of 62.2%, which is incredibly efficient. He also had a free throw attempt rate of .214, which is higher than Michael Porter Jr's. Braun is a scoring threat that can take some pressure off Jokic and Murray, and his defense is already at a high level. I've seen some people mention that Braun's lack of playmaking ability is a concern, but I think that's overblown. The Nuggets already have a high usage player in Jokic, and Murray is more than capable of handling secondary playmaking duties. 

In the Nuggets' game 3 loss to the Suns, Braun played only 14 minutes, and in his time on the court, the Nuggets had a +5.5 net rating. Meanwhile, the bench unit with MPJ and Ish Smith got torched, with a -23.8 net rating in just 5 minutes of play. I'm not saying that Braun is the answer to all the Nuggets' problems, but I do think he deserves more of a look, especially in crunch time. The data suggests he can be a reliable third option, and at the very least, he's worth experimenting with.",analysis,
"I've been watching a lot of Celtics games lately and I think one of the most underrated aspects of their offense is the way they use Al Horford as a high-post facilitator. He's averaging 4.5 assists per game, which is a career high, and a lot of those are coming from the high post where he can see the entire court and make decisions. According to Second Spectrum, Horford is shooting 43.8% from the field and 37.5% from three when he's at the high post, but more importantly, he's averaging 1.23 points per possession as the handler in pick-and-roll situations. 

This is huge for the Celtics because it allows them to space the floor and get Jayson Tatum and Jaylen Brown more opportunities to drive to the basket. When Horford is at the high post, Tatum and Brown are shooting a combined 48.5% from the field, compared to 42.1% when Horford is not in that position. It's also worth noting that the Celtics are 12-2 this season when Horford has 5 or more assists, which suggests that when he's facilitating the offense, they're a much tougher team to beat. 

I think this is something that the Celtics should look to exploit more in the playoffs, especially against teams that struggle to defend the high post. The Bucks, for example, have been vulnerable to high-post play all season, and if the Celtics can get Horford going in that role, it could be a major difference-maker in a potential playoff series. Overall, I think Horford's high-post facilitation is a key aspect of the Celtics' offense that doesn't get enough attention, and it's something that could help them make a deep playoff run.",analysis,
"I've been watching a lot of Clippers games lately and I think people are sleeping on Reggie Jackson's impact on their offense. He's been playing some of the best ball of his career, and the numbers back it up - since the all-star break, he's averaging 18.5 points and 4.8 assists on 48% FG and 41% 3PT. But what's really impressive is how he's been able to create for himself and others in the pick and roll. According to Second Spectrum, Jackson is in the 75th percentile in terms of points per possession as the ball handler in PNR, and he's also in the 70th percentile in terms of passing efficiency out of the PNR. 

What's really interesting is how the Clippers are using Jackson in tandem with Ivica Zubac to create a hybrid PNR/post-up threat. They'll often have Jackson set a ball screen for Zubac, and then have Zubac pop out to the 3-point line, creating a difficult defensive decision for the big man defending the screen. If the big man stays with Zubac, Jackson gets to attack a closeout, and if they switch, Zubac gets to pop out for an open 3. The clips have been using this action to great effect, and it's been a big part of their success on offense. 

I think this is a big reason why the Clippers have been able to stay afloat without Kawhi, and I'm excited to see how they continue to develop this part of their offense. It's a really interesting wrinkle, and it's allowed them to stay flexible and adaptable on that end of the floor. With the playoffs looming, it'll be interesting to see how teams try to defend this action, and how the Clippers respond to the adjustments.",analysis,
"I've been watching a lot of Clippers games lately and I think people are sleeping on Ivica Zubac's impact on their defense. He's currently 7th in the league in block percentage among players who have played at least 500 minutes, and the Clippers have a 94.5 defensive rating when he's on the court, compared to 103.5 when he's off. But what really stands out to me is his ability to protect the paint without fouling - he's averaging 1.7 fouls per 36 minutes, which is incredibly low for a big man. 

If you look at the Clippers' defensive scheme, they're often switching on the perimeter, which can leave them vulnerable to drives to the rim. But Zubac's presence in the paint allows them to recover and contest those drives without putting their big men in tough positions. For example, in their last game against the Lakers, Zubac had 3 blocks and altered several other shots at the rim, holding AD to just 6-15 shooting in the paint. The Clippers' defense has been inconsistent at times this season, but with Zubac on the court, they have a legitimate anchor in the paint.

It's also worth noting that the Clippers are using Zubac in a lot of drop coverage, where he's hanging back in the paint and letting the guards handle the perimeter defense. This allows him to use his length and athleticism to contest shots and protect the rim, while also avoiding foul trouble. According to Second Spectrum, the Clippers are allowing just 0.86 points per possession when Zubac is in drop coverage, which is one of the best marks in the league. Overall, I think Zubac is a huge key to the Clippers' defensive success, and he deserves more recognition for his contributions.",analysis,
"I've been watching a lot of Celtics games lately and I'm convinced that Jayson Tatum's mid-range game is the key to unlocking their offense. People talk about his three-point shooting, but it's his ability to score from 10-15 feet that really sets him apart. According to Second Spectrum, Tatum is shooting 46.5% on mid-range jumpers this season, which is 5th in the league among players with at least 100 attempts. What's even more impressive is that he's doing it off the dribble, with 43.8% of his mid-range makes coming unassisted. 

This is huge for the Celtics because it allows them to play inside-out and create matchup problems for defenses. When Tatum is scoring efficiently in the mid-range, it opens up driving lanes for Jaylen Brown and creates space for their bigs to operate. It also puts pressure on defenses to bring help, which can lead to open threes and easy baskets. The numbers bear this out - when Tatum scores at least 15 points in the mid-range, the Celtics are 12-2 this season. It's not just about the points either, it's about the rhythm and flow it brings to their offense. When Tatum is knocking down mid-range jumpers, the Celtics are a completely different team.

I think this is an area where Tatum can take a page out of Kevin Durant's book. Durant is a master of the mid-range game and has made a career out of scoring from that area. If Tatum can continue to develop his skills in this area, I think he can take his game to the next level and become a truly elite scorer. The Celtics' coaching staff has been working with him on his footwork and shot selection, and it's paid off so far. With continued improvement, I think Tatum can become one of the most feared scorers in the league.",analysis,
"I've been watching the Bucks' games closely this season, and I think their defense has been getting unfairly slept on. People talk about their high-powered offense, but they've actually been a top-5 defensive team in the league since the all-star break. One of the main reasons for this is Brook Lopez's ability to protect the paint and still close out to shooters. He's currently 2nd in the league in block percentage among players who play at least 25 minutes per game, and the Bucks have the best defensive rating in the league when he's on the court.

What's even more impressive is how he's able to do this without committing fouls. He's averaging less than 2 fouls per game, which is insane for a big man who's defending the rim as much as he is. This allows the Bucks to keep him on the court for big minutes, and they're outscoring teams by 10 points per 100 possessions when he plays. I think this is a big reason why they've been able to stay ahead of the Celtics and 76ers in the East, despite some injuries to key players. 

The advanced stats back this up too - the Bucks have a 95.6 defensive rating when Lopez is on the court, compared to 108.2 when he's off. That's a huge swing, and it's not just because of the other players on the court. Lopez's ability to anchor the defense and still contribute on the other end is what's making the Bucks a legitimate title contender. I think he deserves some serious consideration for Defensive Player of the Year, and I'm curious to see how he matches up against some of the other top big men in the playoffs.",analysis,
"I've been rewatching some of the Nuggets' games from last season and I'm convinced that Nikola Jokic's playmaking is still underrated. People talk about his incredible scoring and rebounding, but his ability to control the tempo of the game and find open teammates is what really sets him apart. According to Second Spectrum, Jokic had an assist percentage of 34.5% last season, which is absurd for a big man. For comparison, Chris Paul had an assist percentage of 35.6% last season, and he's widely regarded as one of the best playmakers in the league.

What's even more impressive is that Jokic is able to make these plays out of a variety of different situations. He's comfortable bringing the ball up the court and initiating the offense, but he's also happy to play off the ball and make cuts to the basket. This versatility makes it difficult for defenses to anticipate what he's going to do, and it allows him to exploit weaknesses in the defense. For example, in the Nuggets' game against the Lakers last February, Jokic had 13 assists and consistently found open teammates for easy baskets. He did this by using his quick decision-making and vision to identify the weaknesses in the Lakers' defense and exploit them.

One specific play that stands out to me is at the 2:45 mark of the third quarter. Jokic brings the ball up the court and attracts the attention of two Lakers defenders. He then quickly kicks the ball to a wide-open Michael Porter Jr. in the corner, who knocks down a three-pointer. This play is a great example of Jokic's playmaking ability and his willingness to make the extra pass to find an open teammate. It's plays like this that make me think Jokic has a legitimate case for being considered the best player in the league, and I think he's going to continue to improve his game and lead the Nuggets deep into the playoffs.",analysis,
"I've been rewatching some of the Nuggets' games from last season and I'm convinced that Nikola Jokic's defense is more underrated than people give him credit for. Specifically, his ability to guard the pick and roll is elite. According to Second Spectrum, Jokic ranked 4th in the league in terms of points per possession allowed as the big man in pick and roll situations, at just 0.79 PPP. This is even more impressive when you consider that he was often matched up against some of the toughest offenses in the league, including the Clippers and Lakers. 

What's even more interesting is that Jokic's strategy for defending the pick and roll is unique. He often drops back into the paint, using his size and length to protect the rim, while also being able to recover quickly to the shooter. This allows him to essentially guard two players at once, and it's a big reason why the Nuggets were able to hold opponents to just 43.5% shooting from the field last season, which was 5th best in the league. 

I think this is a big reason why the Nuggets were able to make a deep playoff run last season, and it's something that they can build on going forward. Jokic's defensive abilities, combined with his incredible offense, make him a legitimate MVP candidate, and I think he's going to be a key factor in the Nuggets' success this season. Some people might say that his defense is a weakness, but the numbers just don't bear that out - he's a true two-way player, and one of the most dominant forces in the league right now.",analysis,
"I've been watching a lot of Giannis highlights lately and I think people are sleeping on his improvement as a playmaker. Last season, he averaged 5.9 assists per game, which is a career high, and his assist percentage increased to 28.9%, which is also a career high. What's even more impressive is that he's doing this while still being the primary scoring option for the Bucks. If you look at the numbers, Giannis is actually outpacing Nikola Jokic in terms of points per game and is only 0.5 assists per game behind him. 

What's allowing Giannis to be so effective as a playmaker is his ability to read the defense and make the right pass. He's not just throwing the ball to the nearest teammate, he's actually taking the time to survey the court and find the best scoring opportunity. You can see this in the way he's using his hesitation moves to freeze defenders and then kicking it out to the three-point line for an open shot. The Bucks are actually 5th in the league in three-point shooting percentage when Giannis is on the court, which is a testament to his ability to create for his teammates.

I think this development in Giannis' game is going to be a major problem for teams in the playoffs. He's already nearly impossible to guard one-on-one, and now he's adding the ability to create for his teammates. If you look at the teams that have won championships in the past, they've all had a player who can create for themselves and others. Giannis is checking all the boxes, and I think he's going to lead the Bucks deep into the playoffs this year.",analysis,
"I've been rewatching some of the Nuggets' games from last season and I think people are sleeping on Michael Porter Jr's defensive potential. Everyone knows he's a scoring machine, but his ability to guard the perimeter is really underrated. According to Second Spectrum tracking data, MPJ held opposing small forwards to a 42.1% eFG% last season, which is 4.5% lower than the league average. He also ranked in the 75th percentile in terms of defensive versatility, guarding a mix of 1s, 2s, and 3s at a high level. 

One specific area where MPJ excels is in his ability to navigate ball screens. He's got a rare combination of length, agility, and reaction time that allows him to stay in front of even the quickest guards. I broke down some film from the Nuggets' series against the Suns last playoffs, and MPJ did a great job of staying attached to Devin Booker through screens, using his length to contest shots and his quickness to recover when Booker tried to reject the screen. For example, in Game 4, MPJ stayed in front of Booker for 12 consecutive seconds, forcing him into a tough contested 3. It's plays like these that make me think MPJ has the potential to be an all-defensive team caliber player if he can stay healthy.

What's even more encouraging is that MPJ's defensive numbers have improved significantly over the course of his career. As a rookie, he allowed 1.14 points per possession, which ranked in the 30th percentile among small forwards. By last season, that number had dropped to 0.94 points per possession, which ranked in the 80th percentile. If he can continue to develop his defensive skills, I think the Nuggets have a real chance to make a deep playoff run this year.",analysis,
